FIPS_Code,State,Area_name,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
13321,GA,"Worth County, GA","43,142",69.6
15000,HI,Hawaii,"83,734",100.0
15001,HI,"Hawaii County, HI","64,929",77.5
15003,HI,"Honolulu County/city, HI","86,946",103.8
15007,HI,"Kauai County, HI","73,029",87.2
15009,HI,"Maui County, HI","77,375",92.4
16000,ID,Idaho,"60,830",100.0
16001,ID,"Ada County, ID","72,295",118.8
16003,ID,"Adams County, ID","50,042",82.3
16005,ID,"Bannock County, ID","53,306",87.6
16007,ID,"Bear Lake County, ID","54,550",89.7
16009,ID,"Benewah County, ID","49,303",81.1
16011,ID,"Bingham County, ID","59,959",98.6
16013,ID,"Blaine County, ID","75,778",124.6
16015,ID,"Boise County, ID","64,443",105.9
16017,ID,"Bonner County, ID","56,729",93.3
16019,ID,"Bonneville County, ID","65,165",107.1
16021,ID,"Boundary County, ID","50,709",83.4
16023,ID,"Butte County, ID","51,742",85.1
16025,ID,"Camas County, ID","56,014",92.1
16027,ID,"Canyon County, ID","58,670",96.4
16029,ID,"Caribou County, ID","61,518",101.1
16031,ID,"Cassia County, ID","53,284",87.6
16033,ID,"Clark County, ID","48,726",80.1
16035,ID,"Clearwater County, ID","49,816",81.9
16037,ID,"Custer County, ID","49,055",80.6
16039,ID,"Elmore County, ID","47,796",78.6
16041,ID,"Franklin County, ID","55,421",91.1
16043,ID,"Fremont County, ID","56,162",92.3
16045,ID,"Gem County, ID","53,733",88.3
16047,ID,"Gooding County, ID","50,205",82.5
16049,ID,"Idaho County, ID","48,866",80.3
16051,ID,"Jefferson County, ID","63,078",103.7
16053,ID,"Jerome County, ID","56,320",92.6
16055,ID,"Kootenai County, ID","62,764",103.2
16057,ID,"Latah County, ID","54,999",90.4
16059,ID,"Lemhi County, ID","46,062",75.7
16061,ID,"Lewis County, ID","45,342",74.5
16063,ID,"Lincoln County, ID","50,608",83.2
16065,ID,"Madison County, ID","46,177",75.9
16067,ID,"Minidoka County, ID","56,173",92.3
16069,ID,"Nez Perce County, ID","67,645",111.2
16071,ID,"Oneida County, ID","55,833",91.8
16073,ID,"Owyhee County, ID","48,395",79.6
16075,ID,"Payette County, ID","53,643",88.2
16077,ID,"Power County, ID","50,981",83.8
16079,ID,"Shoshone County, ID","39,239",64.5
16081,ID,"Teton County, ID","73,637",121.1
16083,ID,"Twin Falls County, ID","56,141",92.3
16085,ID,"Valley County, ID","64,041",105.3
16087,ID,"Washington County, ID","45,813",75.3
17000,IL,Illinois,"69,212",100.0
17001,IL,"Adams County, IL","55,942",80.8
17003,IL,"Alexander County, IL","37,408",54.0
17005,IL,"Bond County, IL","53,447",77.2
17007,IL,"Boone County, IL","72,426",104.6
17009,IL,"Brown County, IL","60,254",87.1
17011,IL,"Bureau County, IL","57,935",83.7
17013,IL,"Calhoun County, IL","63,373",91.6
17015,IL,"Carroll County, IL","56,468",81.6
17017,IL,"Cass County, IL","51,011",73.7
17019,IL,"Champaign County, IL","53,485",77.3
17021,IL,"Christian County, IL","51,573",74.5
17023,IL,"Clark County, IL","58,323",84.3
17025,IL,"Clay County, IL","49,377",71.3
17027,IL,"Clinton County, IL","67,201",97.1
17029,IL,"Coles County, IL","50,467",72.9
17031,IL,"Cook County, IL","69,375",100.2
17033,IL,"Crawford County, IL","50,352",72.8
17035,IL,"Cumberland County, IL","53,991",78.0
17037,IL,"DeKalb County, IL","64,676",93.4
17039,IL,"De Witt County, IL","59,521",86.0
17041,IL,"Douglas County, IL","64,283",92.9
17043,IL,"DuPage County, IL","96,354",139.2
17045,IL,"Edgar County, IL","51,333",74.2
17047,IL,"Edwards County, IL","54,930",79.4
17049,IL,"Effingham County, IL","58,943",85.2
17051,IL,"Fayette County, IL","48,913",70.7
17053,IL,"Ford County, IL","55,369",80.0
17055,IL,"Franklin County, IL","43,695",63.1
17057,IL,"Fulton County, IL","50,461",72.9
17059,IL,"Gallatin County, IL","46,515",67.2
17061,IL,"Greene County, IL","52,116",75.3
17063,IL,"Grundy County, IL","83,135",120.1
17065,IL,"Hamilton County, IL","51,031",73.7
17067,IL,"Hancock County, IL","53,724",77.6
17069,IL,"Hardin County, IL","44,573",64.4
17071,IL,"Henderson County, IL","55,535",80.2
17073,IL,"Henry County, IL","61,680",89.1
17075,IL,"Iroquois County, IL","51,542",74.5
17077,IL,"Jackson County, IL","37,308",53.9
17079,IL,"Jasper County, IL","59,980",86.7
17081,IL,"Jefferson County, IL","50,531",73.0
17083,IL,"Jersey County, IL","63,351",91.5
17085,IL,"Jo Daviess County, IL","62,522",90.3
17087,IL,"Johnson County, IL","55,022",79.5
17089,IL,"Kane County, IL","84,311",121.8
17091,IL,"Kankakee County, IL","60,763",87.8
17093,IL,"Kendall County, IL","105,586",152.6
17095,IL,"Knox County, IL","43,404",62.7
17097,IL,"Lake County, IL","92,638",133.8
17099,IL,"LaSalle County, IL","59,528",86.0
17101,IL,"Lawrence County, IL","47,114",68.1
17103,IL,"Lee County, IL","57,619",83.3
17105,IL,"Livingston County, IL","54,422",78.6
17107,IL,"Logan County, IL","53,806",77.7
17109,IL,"McDonough County, IL","49,048",70.9
17111,IL,"McHenry County, IL","89,379",129.1
17113,IL,"McLean County, IL","69,230",100.0
17115,IL,"Macon County, IL","52,259",75.5
17117,IL,"Macoupin County, IL","54,174",78.3
17119,IL,"Madison County, IL","66,591",96.2
17121,IL,"Marion County, IL","52,291",75.6
17123,IL,"Marshall County, IL","63,628",91.9
17125,IL,"Mason County, IL","51,967",75.1
17127,IL,"Massac County, IL","54,159",78.3
17129,IL,"Menard County, IL","77,306",111.7
17131,IL,"Mercer County, IL","62,241",89.9
17133,IL,"Monroe County, IL","90,904",131.3
17135,IL,"Montgomery County, IL","51,665",74.6
17137,IL,"Morgan County, IL","55,937",80.8
17139,IL,"Moultrie County, IL","65,472",94.6
17141,IL,"Ogle County, IL","63,565",91.8
17143,IL,"Peoria County, IL","57,717",83.4
17145,IL,"Perry County, IL","56,880",82.2
17147,IL,"Piatt County, IL","72,265",104.4
17149,IL,"Pike County, IL","54,309",78.5
17151,IL,"Pope County, IL","46,478",67.2
17153,IL,"Pulaski County, IL","38,506",55.6
17155,IL,"Putnam County, IL","74,367",107.4
17157,IL,"Randolph County, IL","58,444",84.4
17159,IL,"Richland County, IL","49,775",71.9
17161,IL,"Rock Island County, IL","57,772",83.5
17163,IL,"St. Clair County, IL","57,726",83.4
17165,IL,"Saline County, IL","48,547",70.1
17167,IL,"Sangamon County, IL","61,768",89.2
17169,IL,"Schuyler County, IL","56,015",80.9
17171,IL,"Scott County, IL","61,231",88.5
17173,IL,"Shelby County, IL","61,376",88.7
17175,IL,"Stark County, IL","54,804",79.2
17177,IL,"Stephenson County, IL","51,786",74.8
17179,IL,"Tazewell County, IL","66,206",95.7
17181,IL,"Union County, IL","51,575",74.5
17183,IL,"Vermilion County, IL","46,295",66.9
17185,IL,"Wabash County, IL","54,249",78.4
17187,IL,"Warren County, IL","53,621",77.5
17189,IL,"Washington County, IL","64,297",92.9
17191,IL,"Wayne County, IL","51,829",74.9
17193,IL,"White County, IL","51,388",74.2
17195,IL,"Whiteside County, IL","50,880",73.5
17197,IL,"Will County, IL","90,249",130.4
17199,IL,"Williamson County, IL","56,958",82.3
17201,IL,"Winnebago County, IL","59,510",86.0
17203,IL,"Woodford County, IL","77,117",111.4
18000,IN,Indiana,"57,617",100.0
18001,IN,"Adams County, IN","53,532",92.9
18003,IN,"Allen County, IN","56,838",98.6
18005,IN,"Bartholomew County, IN","71,181",123.5
18007,IN,"Benton County, IN","55,016",95.5
18009,IN,"Blackford County, IN","46,811",81.2
18011,IN,"Boone County, IN","84,137",146.0
18013,IN,"Brown County, IN","59,617",103.5
18015,IN,"Carroll County, IN","58,965",102.3
18017,IN,"Cass County, IN","51,777",89.9
18019,IN,"Clark County, IN","59,441",103.2
18021,IN,"Clay County, IN","54,349",94.3
18023,IN,"Clinton County, IN","55,336",96.0
18025,IN,"Crawford County, IN","44,332",76.9
18027,IN,"Daviess County, IN","56,611",98.3
18029,IN,"Dearborn County, IN","71,351",123.8
18031,IN,"Decatur County, IN","60,891",105.7
18033,IN,"DeKalb County, IN","59,714",103.6
18035,IN,"Delaware County, IN","45,912",79.7
18037,IN,"Dubois County, IN","63,869",110.9
18039,IN,"Elkhart County, IN","55,782",96.8
18041,IN,"Fayette County, IN","48,499",84.2
18043,IN,"Floyd County, IN","64,614",112.1
18045,IN,"Fountain County, IN","55,337",96.0
18047,IN,"Franklin County, IN","67,315",116.8
18049,IN,"Fulton County, IN","55,011",95.5
18051,IN,"Gibson County, IN","61,872",107.4
18053,IN,"Grant County, IN","47,509",82.5
18055,IN,"Greene County, IN","51,918",90.1
18057,IN,"Hamilton County, IN","107,710",186.9
18059,IN,"Hancock County, IN","77,905",135.2
18061,IN,"Harrison County, IN","64,270",111.5
18063,IN,"Hendricks County, IN","85,827",149.0
18065,IN,"Henry County, IN","49,293",85.6
18067,IN,"Howard County, IN","54,048",93.8
18069,IN,"Huntington County, IN","54,565",94.7
18071,IN,"Jackson County, IN","59,472",103.2
18073,IN,"Jasper County, IN","65,352",113.4
18075,IN,"Jay County, IN","49,447",85.8
18077,IN,"Jefferson County, IN","53,378",92.6
18079,IN,"Jennings County, IN","55,022",95.5
18081,IN,"Johnson County, IN","74,427",129.2
18083,IN,"Knox County, IN","48,760",84.6
18085,IN,"Kosciusko County, IN","64,677",112.3
18087,IN,"LaGrange County, IN","70,746",122.8
18089,IN,"Lake County, IN","57,280",99.4
18091,IN,"LaPorte County, IN","56,427",97.9
18093,IN,"Lawrence County, IN","56,261",97.6
18095,IN,"Madison County, IN","54,145",94.0
18097,IN,"Marion County, IN","50,707",88.0
18099,IN,"Marshall County, IN","53,695",93.2
18101,IN,"Martin County, IN","56,735",98.5
18103,IN,"Miami County, IN","53,658",93.1
18105,IN,"Monroe County, IN","53,113",92.2
18107,IN,"Montgomery County, IN","54,366",94.4
18109,IN,"Morgan County, IN","63,414",110.1
18111,IN,"Newton County, IN","61,457",106.7
18113,IN,"Noble County, IN","60,980",105.8
18115,IN,"Ohio County, IN","58,294",101.2
18117,IN,"Orange County, IN","47,931",83.2
18119,IN,"Owen County, IN","53,387",92.7
18121,IN,"Parke County, IN","51,554",89.5
18123,IN,"Perry County, IN","53,908",93.6
18125,IN,"Pike County, IN","52,378",90.9
18127,IN,"Porter County, IN","74,064",128.5
18129,IN,"Posey County, IN","68,435",118.8
18131,IN,"Pulaski County, IN","52,432",91.0
18133,IN,"Putnam County, IN","64,098",111.2
18135,IN,"Randolph County, IN","50,496",87.6
18137,IN,"Ripley County, IN","61,219",106.3
18139,IN,"Rush County, IN","54,371",94.4
18141,IN,"St. Joseph County, IN","53,881",93.5
18143,IN,"Scott County, IN","50,571",87.8
18145,IN,"Shelby County, IN","59,798",103.8
18147,IN,"Spencer County, IN","59,183",102.7
18149,IN,"Starke County, IN","54,001",93.7
18151,IN,"Steuben County, IN","59,444",103.2
18153,IN,"Sullivan County, IN","53,375",92.6
18155,IN,"Switzerland County, IN","52,482",91.1
18157,IN,"Tippecanoe County, IN","51,228",88.9
18159,IN,"Tipton County, IN","69,960",121.4
18161,IN,"Union County, IN","53,866",93.5
18163,IN,"Vanderburgh County, IN","51,603",89.6
18165,IN,"Vermillion County, IN","50,723",88.0
18167,IN,"Vigo County, IN","48,082",83.5
18169,IN,"Wabash County, IN","59,874",103.9
18171,IN,"Warren County, IN","64,109",111.3
18173,IN,"Warrick County, IN","79,644",138.2
18175,IN,"Washington County, IN","51,948",90.2
18177,IN,"Wayne County, IN","47,885",83.1
18179,IN,"Wells County, IN","61,636",107.0
18181,IN,"White County, IN","58,295",101.2
18183,IN,"Whitley County, IN","67,347",116.9
19000,IA,Iowa,"61,807",100.0
19001,IA,"Adair County, IA","57,977",93.8
19003,IA,"Adams County, IA","53,385",86.4
19005,IA,"Allamakee County, IA","56,240",91.0
19007,IA,"Appanoose County, IA","41,672",67.4
19009,IA,"Audubon County, IA","53,197",86.1
19011,IA,"Benton County, IA","70,023",113.3
19013,IA,"Black Hawk County, IA","60,010",97.1
19015,IA,"Boone County, IA","63,975",103.5
19017,IA,"Bremer County, IA","67,229",108.8
19019,IA,"Buchanan County, IA","67,906",109.9
19021,IA,"Buena Vista County, IA","57,048",92.3
19023,IA,"Butler County, IA","57,080",92.4
19025,IA,"Calhoun County, IA","57,007",92.2
19027,IA,"Carroll County, IA","61,379",99.3
19029,IA,"Cass County, IA","53,692",86.9
19031,IA,"Cedar County, IA","71,029",114.9
19033,IA,"Cerro Gordo County, IA","54,589",88.3
19035,IA,"Cherokee County, IA","59,901",96.9
19037,IA,"Chickasaw County, IA","60,111",97.3
19039,IA,"Clarke County, IA","57,708",93.4
19041,IA,"Clay County, IA","57,174",92.5
19043,IA,"Clayton County, IA","53,223",86.1
19045,IA,"Clinton County, IA","56,865",92.0
19047,IA,"Crawford County, IA","58,077",94.0
19049,IA,"Dallas County, IA","97,535",157.8
19051,IA,"Davis County, IA","57,150",92.5
19053,IA,"Decatur County, IA","44,873",72.6
19055,IA,"Delaware County, IA","70,091",113.4
19057,IA,"Des Moines County, IA","53,547",86.6
19059,IA,"Dickinson County, IA","66,211",107.1
19061,IA,"Dubuque County, IA","62,481",101.1
19063,IA,"Emmet County, IA","55,635",90.0
19065,IA,"Fayette County, IA","53,142",86.0
19067,IA,"Floyd County, IA","55,369",89.6
19069,IA,"Franklin County, IA","55,847",90.4
19071,IA,"Fremont County, IA","60,498",97.9
19073,IA,"Greene County, IA","55,562",89.9
19075,IA,"Grundy County, IA","73,683",119.2
19077,IA,"Guthrie County, IA","64,965",105.1
19079,IA,"Hamilton County, IA","63,234",102.3
19081,IA,"Hancock County, IA","62,030",100.4
19083,IA,"Hardin County, IA","57,103",92.4
19085,IA,"Harrison County, IA","63,901",103.4
19087,IA,"Henry County, IA","57,747",93.4
19089,IA,"Howard County, IA","58,028",93.9
19091,IA,"Humboldt County, IA","56,695",91.7
19093,IA,"Ida County, IA","58,249",94.2
19095,IA,"Iowa County, IA","66,861",108.2
19097,IA,"Jackson County, IA","57,687",93.3
19099,IA,"Jasper County, IA","67,317",108.9
19101,IA,"Jefferson County, IA","51,741",83.7
19103,IA,"Johnson County, IA","67,295",108.9
19105,IA,"Jones County, IA","63,399",102.6
19107,IA,"Keokuk County, IA","54,937",88.9
19109,IA,"Kossuth County, IA","59,568",96.4
19111,IA,"Lee County, IA","51,089",82.7
19113,IA,"Linn County, IA","64,783",104.8
19115,IA,"Louisa County, IA","60,544",98.0
19117,IA,"Lucas County, IA","53,085",85.9
19119,IA,"Lyon County, IA","66,139",107.0
19121,IA,"Madison County, IA","72,578",117.4
19123,IA,"Mahaska County, IA","59,242",95.8
19125,IA,"Marion County, IA","66,381",107.4
19127,IA,"Marshall County, IA","55,631",90.0
19129,IA,"Mills County, IA","72,679",117.6
19131,IA,"Mitchell County, IA","61,247",99.1
19133,IA,"Monona County, IA","53,104",85.9
19135,IA,"Monroe County, IA","56,397",91.2
19137,IA,"Montgomery County, IA","52,715",85.3
19139,IA,"Muscatine County, IA","61,767",99.9
19141,IA,"O'Brien County, IA","60,298",97.6
19143,IA,"Osceola County, IA","60,702",98.2
19145,IA,"Page County, IA","52,179",84.4
19147,IA,"Palo Alto County, IA","55,074",89.1
19149,IA,"Plymouth County, IA","69,165",111.9
19151,IA,"Pocahontas County, IA","56,146",90.8
19153,IA,"Polk County, IA","67,331",108.9
19155,IA,"Pottawattamie County, IA","60,322",97.6
19157,IA,"Poweshiek County, IA","57,741",93.4
19159,IA,"Ringgold County, IA","50,890",82.3
19161,IA,"Sac County, IA","59,392",96.1
19163,IA,"Scott County, IA","65,724",106.3
19165,IA,"Shelby County, IA","60,498",97.9
19167,IA,"Sioux County, IA","71,566",115.8
19169,IA,"Story County, IA","64,151",103.8
19171,IA,"Tama County, IA","56,281",91.1
19173,IA,"Taylor County, IA","51,510",83.3
19175,IA,"Union County, IA","52,914",85.6
19177,IA,"Van Buren County, IA","50,425",81.6
19179,IA,"Wapello County, IA","50,533",81.8
19181,IA,"Warren County, IA","79,557",128.7
19183,IA,"Washington County, IA","63,230",102.3
19185,IA,"Wayne County, IA","49,962",80.8
19187,IA,"Webster County, IA","53,344",86.3
19189,IA,"Winnebago County, IA","50,258",81.3
19191,IA,"Winneshiek County, IA","65,482",105.9
19193,IA,"Woodbury County, IA","58,419",94.5
19195,IA,"Worth County, IA","60,139",97.3
19197,IA,"Wright County, IA","54,251",87.8
20000,KS,Kansas,"62,028",100.0
20001,KS,"Allen County, KS","46,690",75.3
20003,KS,"Anderson County, KS","51,352",82.8
20005,KS,"Atchison County, KS","51,860",83.6
20007,KS,"Barber County, KS","50,660",81.7
20009,KS,"Barton County, KS","50,754",81.8
20011,KS,"Bourbon County, KS","47,452",76.5
20013,KS,"Brown County, KS","47,558",76.7
20015,KS,"Butler County, KS","66,199",106.7
20017,KS,"Chase County, KS","51,022",82.3
20019,KS,"Chautauqua County, KS","43,664",70.4
20021,KS,"Cherokee County, KS","47,682",76.9
20023,KS,"Cheyenne County, KS","47,323",76.3
20025,KS,"Clark County, KS","59,085",95.3
20027,KS,"Clay County, KS","52,781",85.1
20029,KS,"Cloud County, KS","46,299",74.6
20031,KS,"Coffey County, KS","62,715",101.1
20033,KS,"Comanche County, KS","47,854",77.1
20035,KS,"Cowley County, KS","51,537",83.1
20037,KS,"Crawford County, KS","42,723",68.9
20039,KS,"Decatur County, KS","46,878",75.6
20041,KS,"Dickinson County, KS","58,066",93.6
20043,KS,"Doniphan County, KS","52,596",84.8
20045,KS,"Douglas County, KS","62,559",100.9
20047,KS,"Edwards County, KS","49,047",79.1
20049,KS,"Elk County, KS","41,930",67.6
20051,KS,"Ellis County, KS","51,237",82.6
20053,KS,"Ellsworth County, KS","56,988",91.9
20055,KS,"Finney County, KS","57,412",92.6
20057,KS,"Ford County, KS","54,604",88.0
20059,KS,"Franklin County, KS","55,984",90.3
20061,KS,"Geary County, KS","58,978",95.1
20063,KS,"Gove County, KS","52,986",85.4
20065,KS,"Graham County, KS","48,912",78.9
20067,KS,"Grant County, KS","65,178",105.1
20069,KS,"Gray County, KS","69,077",111.4
20071,KS,"Greeley County, KS","58,492",94.3
20073,KS,"Greenwood County, KS","44,876",72.3
20075,KS,"Hamilton County, KS","55,857",90.1
20077,KS,"Harper County, KS","47,540",76.6
20079,KS,"Harvey County, KS","62,961",101.5
20081,KS,"Haskell County, KS","62,477",100.7
20083,KS,"Hodgeman County, KS","58,360",94.1
20085,KS,"Jackson County, KS","60,615",97.7
20087,KS,"Jefferson County, KS","68,549",110.5
20089,KS,"Jewell County, KS","46,017",74.2
20091,KS,"Johnson County, KS","91,913",148.2
20093,KS,"Kearny County, KS","67,301",108.5
20095,KS,"Kingman County, KS","56,907",91.7
20097,KS,"Kiowa County, KS","49,588",79.9
20099,KS,"Labette County, KS","44,170",71.2
20101,KS,"Lane County, KS","60,315",97.2
20103,KS,"Leavenworth County, KS","75,840",122.3
20105,KS,"Lincoln County, KS","47,557",76.7
20107,KS,"Linn County, KS","62,876",101.4
20109,KS,"Logan County, KS","53,538",86.3
20111,KS,"Lyon County, KS","49,840",80.4
20113,KS,"McPherson County, KS","65,834",106.1
20115,KS,"Marion County, KS","51,771",83.5
20117,KS,"Marshall County, KS","55,858",90.1
20119,KS,"Meade County, KS","64,640",104.2
20121,KS,"Miami County, KS","74,428",120.0
20123,KS,"Mitchell County, KS","51,979",83.8
20125,KS,"Montgomery County, KS","44,240",71.3
20127,KS,"Morris County, KS","54,775",88.3
20129,KS,"Morton County, KS","56,175",90.6
20131,KS,"Nemaha County, KS","63,373",102.2
20133,KS,"Neosho County, KS","49,533",79.9
20135,KS,"Ness County, KS","54,727",88.2
20137,KS,"Norton County, KS","49,739",80.2
20139,KS,"Osage County, KS","55,655",89.7
20141,KS,"Osborne County, KS","46,351",74.7
20143,KS,"Ottawa County, KS","58,729",94.7
20145,KS,"Pawnee County, KS","65,141",105.0
20147,KS,"Phillips County, KS","51,546",83.1
20149,KS,"Pottawatomie County, KS","73,685",118.8
20151,KS,"Pratt County, KS","53,980",87.0
20153,KS,"Rawlins County, KS","50,768",81.8
20155,KS,"Reno County, KS","53,371",86.0
20157,KS,"Republic County, KS","47,082",75.9
20159,KS,"Rice County, KS","56,350",90.8
20161,KS,"Riley County, KS","51,996",83.8
20163,KS,"Rooks County, KS","49,485",79.8
20165,KS,"Rush County, KS","53,189",85.7
20167,KS,"Russell County, KS","46,112",74.3
20169,KS,"Saline County, KS","56,741",91.5
20171,KS,"Scott County, KS","62,914",101.4
20173,KS,"Sedgwick County, KS","60,014",96.8
20175,KS,"Seward County, KS","55,727",89.8
20177,KS,"Shawnee County, KS","59,451",95.8
20179,KS,"Sheridan County, KS","54,627",88.1
20181,KS,"Sherman County, KS","54,000",87.1
20183,KS,"Smith County, KS","45,915",74.0
20185,KS,"Stafford County, KS","51,007",82.2
20187,KS,"Stanton County, KS","63,401",102.2
20189,KS,"Stevens County, KS","61,264",98.8
20191,KS,"Sumner County, KS","53,618",86.4
20193,KS,"Thomas County, KS","58,652",94.6
20195,KS,"Trego County, KS","52,597",84.8
20197,KS,"Wabaunsee County, KS","66,168",106.7
20199,KS,"Wallace County, KS","54,714",88.2
20201,KS,"Washington County, KS","46,263",74.6
20203,KS,"Wichita County, KS","54,009",87.1
20205,KS,"Wilson County, KS","46,243",74.6
20207,KS,"Woodson County, KS","43,751",70.5
20209,KS,"Wyandotte County, KS","47,292",76.2
21000,KY,Kentucky,"52,256",100.0
21001,KY,"Adair County, KY","37,650",72.0
21003,KY,"Allen County, KY","47,307",90.5
21005,KY,"Anderson County, KY","61,308",117.3
21007,KY,"Ballard County, KY","48,053",92.0
21009,KY,"Barren County, KY","44,859",85.8
21011,KY,"Bath County, KY","42,248",80.8
21013,KY,"Bell County, KY","30,940",59.2
21015,KY,"Boone County, KY","78,806",150.8
21017,KY,"Bourbon County, KY","47,046",90.0
21019,KY,"Boyd County, KY","50,017",95.7
21021,KY,"Boyle County, KY","53,644",102.7
21023,KY,"Bracken County, KY","53,289",102.0
21025,KY,"Breathitt County, KY","33,407",63.9
21027,KY,"Breckinridge County, KY","46,069",88.2
21029,KY,"Bullitt County, KY","66,335",126.9
21031,KY,"Butler County, KY","46,305",88.6
21033,KY,"Caldwell County, KY","44,144",84.5
21035,KY,"Calloway County, KY","45,574",87.2
21037,KY,"Campbell County, KY","66,520",127.3
21039,KY,"Carlisle County, KY","49,659",95.0
21041,KY,"Carroll County, KY","51,672",98.9
21043,KY,"Carter County, KY","43,492",83.2
21045,KY,"Casey County, KY","34,751",66.5
21047,KY,"Christian County, KY","46,390",88.8
21049,KY,"Clark County, KY","55,428",106.1
21051,KY,"Clay County, KY","30,175",57.7
21053,KY,"Clinton County, KY","34,005",65.1
21055,KY,"Crittenden County, KY","44,595",85.3
21057,KY,"Cumberland County, KY","34,897",66.8
21059,KY,"Daviess County, KY","52,620",100.7
21061,KY,"Edmonson County, KY","47,482",90.9
21063,KY,"Elliott County, KY","34,262",65.6
21065,KY,"Estill County, KY","35,004",67.0
21067,KY,"Fayette County, KY","58,981",112.9
21069,KY,"Fleming County, KY","43,943",84.1
21071,KY,"Floyd County, KY","35,828",68.6
21073,KY,"Franklin County, KY","58,917",112.7
21075,KY,"Fulton County, KY","34,376",65.8
21077,KY,"Gallatin County, KY","55,273",105.8
21079,KY,"Garrard County, KY","51,757",99.0
21081,KY,"Grant County, KY","55,210",105.7
21083,KY,"Graves County, KY","48,038",91.9
21085,KY,"Grayson County, KY","43,771",83.8
21087,KY,"Green County, KY","38,896",74.4
21089,KY,"Greenup County, KY","52,179",99.9
21091,KY,"Hancock County, KY","60,626",116.0
21093,KY,"Hardin County, KY","57,711",110.4
21095,KY,"Harlan County, KY","30,050",57.5
21097,KY,"Harrison County, KY","51,475",98.5
21099,KY,"Hart County, KY","42,718",81.7
21101,KY,"Henderson County, KY","53,199",101.8
21103,KY,"Henry County, KY","51,806",99.1
21105,KY,"Hickman County, KY","52,331",100.1
21107,KY,"Hopkins County, KY","48,769",93.3
21109,KY,"Jackson County, KY","34,940",66.9
21111,KY,"Jefferson County, KY","59,025",113.0
21113,KY,"Jessamine County, KY","62,533",119.7
21115,KY,"Johnson County, KY","31,202",59.7
21117,KY,"Kenton County, KY","68,692",131.5
21119,KY,"Knott County, KY","32,613",62.4
21121,KY,"Knox County, KY","31,634",60.5
21123,KY,"Larue County, KY","49,785",95.3
21125,KY,"Laurel County, KY","44,033",84.3
21127,KY,"Lawrence County, KY","38,055",72.8
21129,KY,"Lee County, KY","30,905",59.1
21131,KY,"Leslie County, KY","32,202",61.6
21133,KY,"Letcher County, KY","32,435",62.1
21135,KY,"Lewis County, KY","37,410",71.6
21137,KY,"Lincoln County, KY","43,220",82.7
21139,KY,"Livingston County, KY","50,521",96.7
21141,KY,"Logan County, KY","48,902",93.6
21143,KY,"Lyon County, KY","52,978",101.4
21145,KY,"McCracken County, KY","48,219",92.3
21147,KY,"McCreary County, KY","32,701",62.6
21149,KY,"McLean County, KY","51,184",97.9
21151,KY,"Madison County, KY","50,316",96.3
21153,KY,"Magoffin County, KY","32,045",61.3
21155,KY,"Marion County, KY","48,062",92.0
21157,KY,"Marshall County, KY","57,945",110.9
21159,KY,"Martin County, KY","34,291",65.6
21161,KY,"Mason County, KY","47,861",91.6
21163,KY,"Meade County, KY","54,946",105.1
21165,KY,"Menifee County, KY","37,457",71.7
21167,KY,"Mercer County, KY","55,267",105.8
21169,KY,"Metcalfe County, KY","38,978",74.6
21171,KY,"Monroe County, KY","36,512",69.9
21173,KY,"Montgomery County, KY","52,903",101.2
21175,KY,"Morgan County, KY","37,433",71.6
21177,KY,"Muhlenberg County, KY","45,049",86.2
21179,KY,"Nelson County, KY","64,795",124.0
21181,KY,"Nicholas County, KY","38,084",72.9
21183,KY,"Ohio County, KY","47,542",91.0
21185,KY,"Oldham County, KY","101,152",193.6
21187,KY,"Owen County, KY","51,494",98.5
21189,KY,"Owsley County, KY","28,727",55.0
21191,KY,"Pendleton County, KY","58,962",112.8
21193,KY,"Perry County, KY","38,000",72.7
21195,KY,"Pike County, KY","36,875",70.6
21197,KY,"Powell County, KY","41,760",79.9
21199,KY,"Pulaski County, KY","43,568",83.4
21201,KY,"Robertson County, KY","47,017",90.0
21203,KY,"Rockcastle County, KY","40,790",78.1
21205,KY,"Rowan County, KY","44,068",84.3
21207,KY,"Russell County, KY","44,056",84.3
21209,KY,"Scott County, KY","74,719",143.0
21211,KY,"Shelby County, KY","71,737",137.3
21213,KY,"Simpson County, KY","52,931",101.3
21215,KY,"Spencer County, KY","79,863",152.8
21217,KY,"Taylor County, KY","48,485",92.8
21219,KY,"Todd County, KY","47,742",91.4
21221,KY,"Trigg County, KY","49,955",95.6
21223,KY,"Trimble County, KY","58,998",112.9
21225,KY,"Union County, KY","49,870",95.4
21227,KY,"Warren County, KY","53,238",101.9
21229,KY,"Washington County, KY","51,286",98.1
21231,KY,"Wayne County, KY","34,449",65.9
21233,KY,"Webster County, KY","49,079",93.9
21235,KY,"Whitley County, KY","38,191",73.1
21237,KY,"Wolfe County, KY","32,773",62.7
21239,KY,"Woodford County, KY","67,815",129.8
22000,LA,Louisiana,"51,108",100.0
22001,LA,"Acadia Parish, LA","44,728",87.5
22003,LA,"Allen Parish, LA","47,111",92.2
22005,LA,"Ascension Parish, LA","83,072",162.5
22007,LA,"Assumption Parish, LA","51,763",101.3
22009,LA,"Avoyelles Parish, LA","38,316",75.0
22011,LA,"Beauregard Parish, LA","55,343",108.3
22013,LA,"Bienville Parish, LA","37,198",72.8
22015,LA,"Bossier Parish, LA","54,080",105.8
